"REF_DATE","GEO","DGUID","Type of property","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Northwest Territories","2016A000261","Residential","Dollars","81","millions","6","v65583425","13.1","3697.7","","","","1"
"2015","Nunavut","2016A000262","Residential","Dollars","81","millions","6","v65583426","14.1","1372.4","","","","1"
"2015","Total census metropolitan areas","","Residential","Dollars","81","millions","6","v65583378","15.1","3776034.1","","","","1"
"2015","St. John's, Newfoundland and Labrador","2011S0503001","Residential","Dollars","81","millions","6","v65583381","16.1","22967.2","","","","1"
"2015","Halifax, Nova Scotia","2011S0503205","Residential","Dollars","81","millions","6","v65583384","17.1","41355.9","","","","1"
"2015","Saint John, New Brunswick","2011S0503310","Residential","Dollars","81","millions","6","v65583387","18.1","7758.5","","","","1"
"2015","Moncton, New Brunswick","2011S0503305","Residential","Dollars","81","millions","6","v65583386","19.1","8990.2","","","","1"
"2015","Montréal, Quebec","2011S0503462","Residential","Dollars","81","millions","6","v65583393","20.1","439417.0","","","","1"
"2015","Québec, Quebec","2011S0503421","Residential","Dollars","81","millions","6","v65583390","21.1","78698.5","","","","1"
"2015","Saguenay, Quebec","2011S0503408","Residential","Dollars","81","millions","6","v65583389","22.1","11840.0","","","","1"
"2015","Sherbrooke, Quebec","2011S0503433","Residential","Dollars","81","millions","6","v65583391","23.1","17451.1","","","","1"
"2015","Trois-Rivières, Quebec","2011S0503442","Residential","Dollars","81","millions","6","v65583392","24.1","9749.0","","","","1"
"2015","Barrie, Ontario","2011S0503568","Residential","Dollars","81","millions","6","v65583408","25.1","23654.4","","","","1"
"2015","Brantford, Ontario","2011S0503543","Residential","Dollars","81","millions","6","v65583404","26.1","12810.1","","","","1"
"2015","Greater Sudbury, Ontario","2011S0503580","Residential","Dollars","81","millions","6","v65583409","27.1","15225.5","","","","1"
"2015","Guelph, Ontario","2011S0503550","Residential","Dollars","81","millions","6","v65583405","28.1","20171.7","","","","1"
"2015","Hamilton, Ontario","2011S0503537","Residential","Dollars","81","millions","6","v65583401","29.1","103135.4","","","","1"
"2015","Kingston, Ontario","2011S0503521","Residential","Dollars","81","millions","6","v65583397","30.1","19234.7","","","","1"
"2015","Kitchener-Cambridge-Waterloo, Ontario","2011S0503541","Residential","Dollars","81","millions","6","v65583403","31.1","61235.4","","","","1"
"2015","London, Ontario","2011S0503555","Residential","Dollars","81","millions","6","v65583406","32.1","46833.1","","","","1"
"2015","Oshawa, Ontario","2011S0503532","Residential","Dollars","81","millions","6","v65583399","33.1","50547.3","","","","1"
"2015","Ottawa-Gatineau, Ontario/Quebec","2011S0503505","Residential","Dollars","81","millions","6","v65583379","34.1","169491.1","","","","1"
"2015","Ottawa part","2011S050535505","Residential","Dollars","81","millions","6","v65583396","35.1","137634.3","","","","1"
"2015","Gatineau part","2011S050524505","Residential","Dollars","81","millions","6","v65583394","36.1","31856.7","","","","1"
"2015","Peterborough, Ontario","2011S0503529","Residential","Dollars","81","millions","6","v65583398","37.1","13489.2","","","","1"
"2015","St. Catharines-Niagara, Ontario","2011S0503539","Residential","Dollars","81","millions","6","v65583402","38.1","41746.1","","","","1"
"2015","Thunder Bay, Ontario","2011S0503595","Residential","Dollars","81","millions","6","v65583410","39.1","11680.9","","","","1"
"2015","Toronto, Ontario","2011S0503535","Residential","Dollars","81","millions","6","v65583400","40.1","1166506.4","","","","1"
"2015","Windsor, Ontario","2011S0503559","Residential","Dollars","81","millions","6","v65583407","41.1","24128.1","","","","1"
"2015","Winnipeg, Manitoba","2011S0503602","Residential","Dollars","81","millions","6","v65583412","42.1","76571.8","","","","1"
"2015","Regina, Saskatchewan","2011S0503705","Residential","Dollars","81","millions","6","v65583414","43.1","29267.1","","","","1"
"2015","Saskatoon, Saskatchewan","2011S0503725","Residential","Dollars","81","millions","6","v65583415","44.1","37478.2","","","","1"
"2015","Calgary, Alberta","2011S0503825","Residential","Dollars","81","millions","6","v65583417","45.1","244111.2","","","","1"
"2015","Edmonton, Alberta","2011S0503835","Residential","Dollars","81","millions","6","v65583418","46.1","192704.7","","","","1"
"2015","Kelowna, British Columbia","2011S0503915","Residential","Dollars","81","millions","6","v65583420","47.1","34253.8","","","","1"
"2015","Abbotsford-Mission, British Columbia","2011S0503932","Residential","Dollars","81","millions","6","v65583421","48.1","20032.1","","","","1"
"2015","Vancouver, British Columbia","2011S0503933","Residential","Dollars","81","millions","6","v65583422","49.1","657215.8","","","","1"
"2015","Victoria, British Columbia","2011S0503935","Residential","Dollars","81","millions","6","v65583423","50.1","66282.8","","","","1"
