X,00:01:58:841,network,in,subnet2,0
Y,00:02:02:496,subnet2,out,network,0
Y,00:02:02:496,network,out2,top,0
X,00:02:02:496,top,ackin,sender,0
Y,00:02:02:496,sender,ackreceived,top,0
Y,00:02:02:496,top,ackreceived,root,0
Y,00:02:12:496,sender,dataout,top,31
Y,00:02:12:496,sender,packetsent,top,3
X,00:02:12:496,top,in1,network,31
Y,00:02:12:496,top,packetsent,root,3
X,00:02:12:496,network,in,subnet1,31
Y,00:02:15:942,subnet1,out,network,31
Y,00:02:15:942,network,out1,top,31
X,00:02:15:942,top,in,receiver,31
Y,00:02:25:942,receiver,out,top,1
X,00:02:25:942,top,in2,network,1
X,00:02:25:942,network,in,subnet2,1
Y,00:02:28:772,subnet2,out,network,1
Y,00:02:28:772,network,out2,top,1
X,00:02:28:772,top,ackin,sender,1
Y,00:02:28:772,sender,ackreceived,top,1
Y,00:02:28:772,top,ackreceived,root,1
Y,00:02:38:772,sender,dataout,top,40
Y,00:02:38:772,sender,packetsent,top,4
X,00:02:38:772,top,in1,network,40
Y,00:02:38:772,top,packetsent,root,4
X,00:02:38:772,network,in,subnet1,40
Y,00:02:41:172,subnet1,out,network,40
Y,00:02:41:172,network,out1,top,40
X,00:02:41:172,top,in,receiver,40
Y,00:02:51:172,receiver,out,top,0
X,00:02:51:172,top,in2,network,0
X,00:02:51:172,network,in,subnet2,0
Y,00:02:54:859,subnet2,out,network,0
Y,00:02:54:859,network,out2,top,0
X,00:02:54:859,top,ackin,sender,0
Y,00:02:54:859,sender,ackreceived,top,0
Y,00:02:54:859,top,ackreceived,root,0
Y,00:03:04:859,sender,dataout,top,51
Y,00:03:04:859,sender,packetsent,top,5
X,00:03:04:859,top,in1,network,51
Y,00:03:04:859,top,packetsent,root,5
X,00:03:04:859,network,in,subnet1,51
Y,00:03:05:914,subnet1,out,network,51
Y,00:03:05:914,network,out1,top,51
X,00:03:05:914,top,in,receiver,51
Y,00:03:15:914,receiver,out,top,1
X,00:03:15:914,top,in2,network,1
X,00:03:15:914,network,in,subnet2,1
Y,00:03:19:592,subnet2,out,network,1
Y,00:03:19:592,network,out2,top,1
X,00:03:19:592,top,ackin,sender,1
Y,00:03:19:592,sender,ackreceived,top,1
Y,00:03:19:592,top,ackreceived,root,1
Y,00:03:29:592,sender,dataout,top,60
Y,00:03:29:592,sender,packetsent,top,6
X,00:03:29:592,top,in1,network,60
Y,00:03:29:592,top,packetsent,root,6
X,00:03:29:592,network,in,subnet1,60
Y,00:03:33:271,subnet1,out,network,60
Y,00:03:33:271,network,out1,top,60
X,00:03:33:271,top,in,receiver,60
Y,00:03:43:271,receiver,out,top,0
X,00:03:43:271,top,in2,network,0
X,00:03:43:271,network,in,subnet2,0
Y,00:03:48:030,subnet2,out,network,0
Y,00:03:48:030,network,out2,top,0
X,00:03:48:030,top,ackin,sender,0
Y,00:03:48:030,sender,ackreceived,top,0
Y,00:03:48:030,top,ackreceived,root,0
Y,00:03:58:030,sender,dataout,top,71
Y,00:03:58:030,sender,packetsent,top,7
X,00:03:58:030,top,in1,network,71
Y,00:03:58:030,top,packetsent,root,7
X,00:03:58:030,network,in,subnet1,71
Y,00:04:01:114,subnet1,out,network,71
Y,00:04:01:114,network,out1,top,71
X,00:04:01:114,top,in,receiver,71
Y,00:04:11:114,receiver,out,top,1
X,00:04:11:114,top,in2,network,1
X,00:04:11:114,network,in,subnet2,1
Y,00:04:13:647,subnet2,out,network,1
Y,00:04:13:647,network,out2,top,1
X,00:04:13:647,top,ackin,sender,1
Y,00:04:13:647,sender,ackreceived,top,1
Y,00:04:13:647,top,ackreceived,root,1
Y,00:04:23:647,sender,dataout,top,80
Y,00:04:23:647,sender,packetsent,top,8
X,00:04:23:647,top,in1,network,80
Y,00:04:23:647,top,packetsent,root,8
X,00:04:23:647,network,in,subnet1,80
Y,00:04:25:351,subnet1,out,network,80
Y,00:04:25:351,network,out1,top,80
X,00:04:25:351,top,in,receiver,80
Y,00:04:35:351,receiver,out,top,0
X,00:04:35:351,top,in2,network,0
X,00:04:35:351,network,in,subnet2,0
Y,00:04:37:770,subnet2,out,network,0
Y,00:04:37:770,network,out2,top,0
X,00:04:37:770,top,ackin,sender,0
Y,00:04:37:770,sender,ackreceived,top,0
Y,00:04:37:770,top,ackreceived,root,0
Y,00:04:47:770,sender,dataout,top,91
Y,00:04:47:770,sender,packetsent,top,9
X,00:04:47:770,top,in1,network,91
Y,00:04:47:770,top,packetsent,root,9
X,00:04:47:770,network,in,subnet1,91
Y,00:04:50:996,subnet1,out,network,91
Y,00:04:50:996,network,out1,top,91
X,00:04:50:996,top,in,receiver,91
Y,00:05:00:996,receiver,out,top,1
X,00:05:00:996,top,in2,network,1
X,00:05:00:996,network,in,subnet2,1
Y,00:05:05:864,subnet2,out,network,1
Y,00:05:05:864,network,out2,top,1
X,00:05:05:864,top,ackin,sender,1
Y,00:05:05:864,sender,ackreceived,top,1
Y,00:05:05:864,top,ackreceived,root,1
Y,00:05:15:864,sender,dataout,top,100
Y,00:05:15:864,sender,packetsent,top,10
X,00:05:15:864,top,in1,network,100
Y,00:05:15:864,top,packetsent,root,10
X,00:05:15:864,network,in,subnet1,100
Y,00:05:18:590,subnet1,out,network,100
Y,00:05:18:590,network,out1,top,100
X,00:05:18:590,top,in,receiver,100
Y,00:05:28:590,receiver,out,top,0
X,00:05:28:590,top,in2,network,0
X,00:05:28:590,network,in,subnet2,0
Y,00:05:33:212,subnet2,out,network,0
Y,00:05:33:212,network,out2,top,0
X,00:05:33:212,top,ackin,sender,0
Y,00:05:33:212,sender,ackreceived,top,0
Y,00:05:33:212,top,ackreceived,root,0
Y,00:05:43:212,sender,dataout,top,111
Y,00:05:43:212,sender,packetsent,top,11
X,00:05:43:212,top,in1,network,111
Y,00:05:43:212,top,packetsent,root,11
X,00:05:43:212,network,in,subnet1,111
Y,00:05:45:594,subnet1,out,network,111
Y,00:05:45:594,network,out1,top,111
X,00:05:45:594,top,in,receiver,111
Y,00:05:55:594,receiver,out,top,1
X,00:05:55:594,top,in2,network,1
X,00:05:55:594,network,in,subnet2,1
Y,00:05:58:706,subnet2,out,network,1
Y,00:05:58:706,network,out2,top,1
X,00:05:58:706,top,ackin,sender,1
Y,00:05:58:706,sender,ackreceived,top,1
Y,00:05:58:706,top,ackreceived,root,1
Y,00:06:08:706,sender,dataout,top,120
Y,00:06:08:706,sender,packetsent,top,12
X,00:06:08:706,top,in1,network,120
Y,00:06:08:706,top,packetsent,root,12
X,00:06:08:706,network,in,subnet1,120
Y,00:06:11:543,subnet1,out,network,120
Y,00:06:11:543,network,out1,top,120
X,00:06:11:543,top,in,receiver,120
Y,00:06:21:543,receiver,out,top,0
X,00:06:21:543,top,in2,network,0
X,00:06:21:543,network,in,subnet2,0
Y,00:06:24:857,subnet2,out,network,0
Y,00:06:24:857,network,out2,top,0
X,00:06:24:857,top,ackin,sender,0
Y,00:06:24:857,sender,ackreceived,top,0
Y,00:06:24:857,top,ackreceived,root,0
Y,00:06:34:857,sender,dataout,top,131
Y,00:06:34:857,sender,packetsent,top,13
X,00:06:34:857,top,in1,network,131
Y,00:06:34:857,top,packetsent,root,13
X,00:06:34:857,network,in,subnet1,131
Y,00:06:36:356,subnet1,out,network,131
Y,00:06:36:356,network,out1,top,131
X,00:06:36:356,top,in,receiver,131
Y,00:06:46:356,receiver,out,top,1
X,00:06:46:356,top,in2,network,1
X,00:06:46:356,network,in,subnet2,1
Y,00:06:49:584,subnet2,out,network,1
Y,00:06:49:584,network,out2,top,1
X,00:06:49:584,top,ackin,sender,1
Y,00:06:49:584,sender,ackreceived,top,1
Y,00:06:49:584,top,ackreceived,root,1
Y,00:06:59:584,sender,dataout,top,140
Y,00:06:59:584,sender,packetsent,top,14
X,00:06:59:584,top,in1,network,140
Y,00:06:59:584,top,packetsent,root,14
X,00:06:59:584,network,in,subnet1,140
Y,00:07:03:120,subnet1,out,network,140
Y,00:07:03:120,network,out1,top,140
X,00:07:03:120,top,in,receiver,140
Y,00:07:13:120,receiver,out,top,0
X,00:07:13:120,top,in2,network,0
X,00:07:13:120,network,in,subnet2,0
Y,00:07:17:109,subnet2,out,network,0
Y,00:07:17:109,network,out2,top,0
X,00:07:17:109,top,ackin,sender,0
Y,00:07:17:109,sender,ackreceived,top,0
Y,00:07:17:109,top,ackreceived,root,0
Y,00:07:27:109,sender,dataout,top,151
Y,00:07:27:109,sender,packetsent,top,15
X,00:07:27:109,top,in1,network,151
Y,00:07:27:109,top,packetsent,root,15
X,00:07:27:109,network,in,subnet1,151
Y,00:07:29:641,subnet1,out,network,151
Y,00:07:29:641,network,out1,top,151
X,00:07:29:641,top,in,receiver,151
Y,00:07:39:641,receiver,out,top,1
X,00:07:39:641,top,in2,network,1
X,00:07:39:641,network,in,subnet2,1
Y,00:07:42:625,subnet2,out,network,1
Y,00:07:42:625,network,out2,top,1
X,00:07:42:625,top,ackin,sender,1
Y,00:07:42:625,sender,ackreceived,top,1
Y,00:07:42:625,top,ackreceived,root,1
Y,00:07:52:625,sender,dataout,top,160
Y,00:07:52:625,sender,packetsent,top,16
X,00:07:52:625,top,in1,network,160
Y,00:07:52:625,top,packetsent,root,16
X,00:07:52:625,network,in,subnet1,160
Y,00:07:54:278,subnet1,out,network,160
Y,00:07:54:278,network,out1,top,160
X,00:07:54:278,top,in,receiver,160
Y,00:08:04:278,receiver,out,top,0
X,00:08:04:278,top,in2,network,0
X,00:08:04:278,network,in,subnet2,0
Y,00:08:07:797,subnet2,out,network,0
Y,00:08:07:797,network,out2,top,0
X,00:08:07:797,top,ackin,sender,0
Y,00:08:07:797,sender,ackreceived,top,0
Y,00:08:07:797,top,ackreceived,root,0
Y,00:08:17:797,sender,dataout,top,171
Y,00:08:17:797,sender,packetsent,top,17
X,00:08:17:797,top,in1,network,171
Y,00:08:17:797,top,packetsent,root,17
X,00:08:17:797,network,in,subnet1,171
Y,00:08:21:926,subnet1,out,network,171
Y,00:08:21:926,network,out1,top,171
X,00:08:21:926,top,in,receiver,171
Y,00:08:31:926,receiver,out,top,1
X,00:08:31:926,top,in2,network,1
X,00:08:31:926,network,in,subnet2,1
Y,00:08:34:469,subnet2,out,network,1
Y,00:08:34:469,network,out2,top,1
X,00:08:34:469,top,ackin,sender,1
Y,00:08:34:469,sender,ackreceived,top,1
Y,00:08:34:469,top,ackreceived,root,1
Y,00:08:44:469,sender,dataout,top,180
Y,00:08:44:469,sender,packetsent,top,18
X,00:08:44:469,top,in1,network,180
Y,00:08:44:469,top,packetsent,root,18
X,00:08:44:469,network,in,subnet1,180
Y,00:09:14:469,sender,dataout,top,180
Y,00:09:14:469,sender,packetsent,top,18
X,00:09:14:469,top,in1,network,180
Y,00:09:14:469,top,packetsent,root,18
X,00:09:14:469,network,in,subnet1,180
Y,00:09:16:657,subnet1,out,network,180
Y,00:09:16:657,network,out1,top,180
X,00:09:16:657,top,in,receiver,180
Y,00:09:26:657,receiver,out,top,0
X,00:09:26:657,top,in2,network,0
X,00:09:26:657,network,in,subnet2,0
Y,00:09:31:234,subnet2,out,network,0
Y,00:09:31:234,network,out2,top,0
X,00:09:31:234,top,ackin,sender,0
Y,00:09:31:234,sender,ackreceived,top,0
Y,00:09:31:234,top,ackreceived,root,0
Y,00:09:41:234,sender,dataout,top,191
Y,00:09:41:234,sender,packetsent,top,19
X,00:09:41:234,top,in1,network,191
Y,00:09:41:234,top,packetsent,root,19
X,00:09:41:234,network,in,subnet1,191
Y,00:09:43:515,subnet1,out,network,191
Y,00:09:43:515,network,out1,top,191
X,00:09:43:515,top,in,receiver,191
Y,00:09:53:515,receiver,out,top,1
X,00:09:53:515,top,in2,network,1
X,00:09:53:515,network,in,subnet2,1
Y,00:09:53:818,subnet2,out,network,1
Y,00:09:53:818,network,out2,top,1
X,00:09:53:818,top,ackin,sender,1
Y,00:09:53:818,sender,ackreceived,top,1
Y,00:09:53:818,top,ackreceived,root,1
Y,00:10:03:818,sender,dataout,top,200
Y,00:10:03:818,sender,packetsent,top,20
X,00:10:03:818,top,in1,network,200
Y,00:10:03:818,top,packetsent,root,20
X,00:10:03:818,network,in,subnet1,200
Y,00:10:07:096,subnet1,out,network,200
Y,00:10:07:096,network,out1,top,200
X,00:10:07:096,top,in,receiver,200
Y,00:10:17:096,receiver,out,top,0
X,00:10:17:096,top,in2,network,0
X,00:10:17:096,network,in,subnet2,0
Y,00:10:21:316,subnet2,out,network,0
Y,00:10:21:316,network,out2,top,0
X,00:10:21:316,top,ackin,sender,0
Y,00:10:21:316,sender,ackreceived,top,0
Y,00:10:21:316,top,ackreceived,root,0
